representative,ticker,transaction_date,transaction_type,range,price_change
James Comer,ANET,2025-01-02,Purchase,"$1,001 - $15,000",-25.6373557563288
James Comer,VRSN,2025-01-02,Purchase,"$1,001 - $15,000",19.2150170648464
Markwayne Mullin,PRMB,2025-01-02,Purchase,"$15,001 - $50,000",4.19490158115521
James Comer,HD,2025-01-02,Purchase,"$1,001 - $15,000",-9.60459249343562
James Comer,TTD,2025-01-02,Purchase,"$1,001 - $15,000",-52.1702199949036
James Comer,MSFT,2025-01-02,Purchase,"$1,001 - $15,000",-6.52682880214057
James Comer,AMZN,2025-01-02,Purchase,"$1,001 - $15,000",-10.9027336300064
James Comer,PANW,2025-01-02,Purchase,"$1,001 - $15,000",0.874183910589789
James Comer,NVDA,2025-01-02,Purchase,"$1,001 - $15,000",-14.9013086544718
Bill Hagerty,AHL.C,2025-01-02,Sale (Full),"$15,001 - $50,000",
Markwayne Mullin,WAB,2025-01-02,Purchase,"$15,001 - $50,000",-2.21728316664021
James Comer,AAPL,2025-01-02,Purchase,"$1,001 - $15,000",-10.4900553619028
Markwayne Mullin,CRDO,2025-01-02,Purchase,"$15,001 - $50,000",-34.6679825179755
James Comer,T,2025-01-02,Purchase,"$1,001 - $15,000",18.3530442400351
James Comer,COST,2025-01-02,Purchase,"$1,001 - $15,000",-0.0604521823237769
James Comer,CHDN,2025-01-02,Purchase,"$1,001 - $15,000",-14.8111558629075
James Comer,CRM,2025-01-02,Purchase,"$1,001 - $15,000",-15.1333696243876
Markwayne Mullin,GS,2025-01-02,Purchase,"$15,001 - $50,000",-1.70965441675219
Markwayne Mullin,GS,2025-01-02,Purchase,"$15,001 - $50,000",-1.70965441675219
James Comer,APH,2025-01-02,Purchase,"$1,001 - $15,000",-3.49224750036228
Markwayne Mullin,LRN,2025-01-02,Purchase,"$15,001 - $50,000",14.6887342486364
James Comer,HD,2025-01-02,Purchase,"$1,001 - $15,000",-9.60459249343562
Markwayne Mullin,WAB,2025-01-02,Purchase,"$15,001 - $50,000",-2.21728316664021
James Comer,GOOG,2025-01-02,Purchase,"$1,001 - $15,000",-12.78917274301
James Comer,SOFI,2025-01-02,Purchase,"$1,001 - $15,000",-8.91719745222931
James Comer,DOV,2025-01-02,Purchase,"$1,001 - $15,000",-3.23206205559147
James Comer,NFLX,2025-01-02,Purchase,"$1,001 - $15,000",8.29564805521409
Mark Dr Green,NGL,2025-01-02,Sale,"$15,001 - $50,000",-10.03861003861
Markwayne Mullin,COHR,2025-01-02,Purchase,"$15,001 - $50,000",-32.1602544984591
James Comer,UBER,2025-01-02,Purchase,"$1,001 - $15,000",20.0569890770936
Markwayne Mullin,AIT,2025-01-02,Purchase,"$15,001 - $50,000",-5.89665143958762
Markwayne Mullin,AIT,2025-01-02,Purchase,"$15,001 - $50,000",-5.89665143958762
Markwayne Mullin,IRM,2025-01-02,Purchase,"$15,001 - $50,000",-16.4216154286805
James Comer,PYPL,2025-01-02,Purchase,"$1,001 - $15,000",-18.554188906939
Markwayne Mullin,DELL,2025-01-02,Purchase,"$15,001 - $50,000",-16.2704882862782
Markwayne Mullin,IRM,2025-01-02,Purchase,"$15,001 - $50,000",-16.4216154286805
Markwayne Mullin,COHR,2025-01-02,Purchase,"$15,001 - $50,000",-32.1602544984591
James Comer,BLK,2025-01-02,Purchase,"$1,001 - $15,000",-6.45468842146648
Markwayne Mullin,DELL,2025-01-02,Purchase,"$15,001 - $50,000",-16.2704882862782
Markwayne Mullin,PRMB,2025-01-02,Purchase,"$15,001 - $50,000",4.19490158115521
Markwayne Mullin,MTZ,2025-01-02,Purchase,"$15,001 - $50,000",-11.4008143438817
James Comer,AMZN,2025-01-02,Purchase,"$1,001 - $15,000",-10.9027336300064
Markwayne Mullin,LRN,2025-01-02,Purchase,"$15,001 - $50,000",14.6887342486364
Markwayne Mullin,CRDO,2025-01-02,Purchase,"$15,001 - $50,000",-34.6679825179755
James Comer,BLK,2025-01-02,Purchase,"$1,001 - $15,000",-6.45468842146648
Markwayne Mullin,MTZ,2025-01-02,Purchase,"$15,001 - $50,000",-11.4008143438817
Nancy Pelosi,NVDA,2024-12-31,Sale,"$1,000,001 - $5,000,000",-12.3538610469879
Kevin Hern,JNJ,2024-12-31,Sale,"$100,001 - $250,000",13.1447932512792
Kevin Hern,DVN,2024-12-31,Sale,"$250,001 - $500,000",10.4491292392301
Kevin Hern,DXCM,2024-12-31,Sale,"$50,001 - $100,000",-5.1047961939051
Nancy Pelosi,AAPL,2024-12-31,Sale,"$5,000,001 - $25,000,000",-12.8384314351889
Kevin Hern,INTC,2024-12-31,Sale,"$50,001 - $100,000",20.997506234414
Kevin Hern,EL,2024-12-31,Sale,"$15,001 - $50,000",-10.7095225393438
Kevin Hern,AGCO,2024-12-31,Sale,"$50,001 - $100,000",-0.417201540436458
Virginia Foxx,EFC$D,2024-12-30,Purchase,"$1,001 - $15,000",
Josh Gottheimer,GS,2024-12-30,Purchase,"$1,001 - $15,000",-1.4663063377212
Josh Gottheimer,SQ,2024-12-30,Purchase,"$1,001 - $15,000",-0.594421582075915
Josh Gottheimer,ABEV,2024-12-27,Sale,"$1,001 - $15,000",26.2032085561497
Josh Gottheimer,GBOOY,2024-12-27,Sale,"$1,001 - $15,000",12.4886877828054
Shelley Moore Capito,GE,2024-12-27,Purchase,"$1,001 - $15,000",20.0199905926623
Josh Gottheimer,CLPBY,2024-12-27,Sale,"$1,001 - $15,000",-3.34841628959277
Thomas H. Kean Jr,PRNDY,2024-12-27,Purchase,"$1,001 - $15,000",-10.3930131004367
Thomas H. Kean Jr,CP,2024-12-27,Purchase,"$1,001 - $15,000",-0.826901874310927
Josh Gottheimer,CDRE,2024-12-27,Sale,"$1,001 - $15,000",-2.74570982839312
Markwayne Mullin,IEMG,2024-12-26,Purchase,"$50,001 - $100,000",4.0226628895184
Markwayne Mullin,PDBC,2024-12-26,Sale (Full),"$250,001 - $500,000",5.17241379310345
Markwayne Mullin,VNQ,2024-12-26,Purchase,"$1,001 - $15,000",0.691578360290006
Markwayne Mullin,GICIX,2024-12-26,Purchase,"$50,001 - $100,000",
Markwayne Mullin,PCLPX,2024-12-26,Purchase,"$250,001 - $500,000",
Markwayne Mullin,CFSSX,2024-12-26,Purchase,"$100,001 - $250,000",
Marjorie Taylor Mrs Greene,ADBE,2024-12-24,Purchase,"$1,001 - $15,000",-13.5464571147922
Marjorie Taylor Mrs Greene,GILD,2024-12-24,Purchase,"$1,001 - $15,000",13.9755188930282
Marjorie Taylor Mrs Greene,MSFT,2024-12-24,Purchase,"$1,001 - $15,000",-10.9416611658662
Marjorie Taylor Mrs Greene,LLY,2024-12-24,Purchase,"$1,001 - $15,000",5.26600223710836
Marjorie Taylor Mrs Greene,HSY,2024-12-24,Purchase,"$1,001 - $15,000",-1.94146284239545
Marjorie Taylor Mrs Greene,AMAT,2024-12-24,Purchase,"$1,001 - $15,000",-9.65136306943042
Marjorie Taylor Mrs Greene,NVDA,2024-12-24,Purchase,"$1,001 - $15,000",-16.0604763942376
Marjorie Taylor Mrs Greene,CAT,2024-12-24,Purchase,"$1,001 - $15,000",-8.64869276600376
Marjorie Taylor Mrs Greene,NOW,2024-12-24,Purchase,"$1,001 - $15,000",-25.1284416947067
Marjorie Taylor Mrs Greene,META,2024-12-24,Purchase,"$1,001 - $15,000",-1.89222542163719
Marjorie Taylor Mrs Greene,JNJ,2024-12-24,Purchase,"$1,001 - $15,000",12.1906067877957
Marjorie Taylor Mrs Greene,DUK,2024-12-24,Purchase,"$1,001 - $15,000",9.2961365513444
Marjorie Taylor Mrs Greene,NSC,2024-12-24,Purchase,"$1,001 - $15,000",-2.59330867518493
Marjorie Taylor Mrs Greene,AMZN,2024-12-24,Purchase,"$1,001 - $15,000",-14.337480899367
John Boozman,AMAT,2024-12-23,Sale (Partial),"$1,001 - $15,000",-9.16039651260003
Guy Mr Reschenthaler,BITCOIN,2024-12-23,Purchase,"$1,001 - $15,000",
Josh Gottheimer,TT,2024-12-23,Sale,"$1,001 - $15,000",-8.03994807809479
Josh Gottheimer,ISRG,2024-12-23,Sale,"$1,001 - $15,000",-6.58738287621866
Nancy Pelosi,NVDA,2024-12-20,Purchase,"$500,001 - $1,000,000",-12.6206384558278
Josh Gottheimer,MSFT,2024-12-20,Sale,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,WMT,2024-12-20,Purchase,"$1,001 - $15,000",-6.78664353859496
Nancy Pelosi,PANW,2024-12-20,Purchase,"$1,000,001 - $5,000,000",-2.38783595674055
Josh Gottheimer,MSFT,2024-12-20,Purchase,"$1,000,001 - $5,000,000",-10.3847915712323
Shelley Moore Capito,UNH,2024-12-20,Sale (Partial),"$1,001 - $15,000",3.34313078599565
Josh Gottheimer,MSFT,2024-12-20,Sale,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,MSFT,2024-12-20,Purchase,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,MSFT,2024-12-20,Purchase,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,MSFT,2024-12-20,Purchase,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,MSFT,2024-12-20,Sale,"$1,000,001 - $5,000,000",-10.3847915712323
Josh Gottheimer,MSFT,2024-12-20,Sale,"$1,000,001 - $5,000,000",-10.3847915712323
Greg Landsman,BLK,2024-12-19,Purchase,"$1,001 - $15,000",-6.35620320171598
Thomas H. Kean Jr,GOOG,2024-12-19,Sale,"$1,001 - $15,000",-12.3616236162362
Josh Gottheimer,NVDA,2024-12-19,Sale,"$1,001 - $15,000",-9.93265993265993
Josh Gottheimer,WMT,2024-12-19,Purchase,"$1,001 - $15,000",-7.94432548179872
Sheldon Whitehouse,LRCX,2024-12-19,Sale (Full),"$15,001 - $50,000",6.50189580115154
Greg Landsman,URI,2024-12-19,Sale,"$1,001 - $15,000",-11.643739274763
Max Miller,"GLAS FUNDS, LP",2024-12-19,Sale,"$1,001 - $15,000",
Sheldon Whitehouse,AAPL,2024-12-19,Sale (Partial),"$15,001 - $50,000",-12.6185996236839
Josh Gottheimer,AAPL,2024-12-19,Purchase,"$1,001 - $15,000",-12.6185996236839
Markwayne Mullin,CYBR,2024-12-18,Sale (Full),"$15,001 - $50,000",15.3009046807395
Markwayne Mullin,ELF,2024-12-18,Sale (Full),"$1,001 - $15,000",-50.5896226415094
Markwayne Mullin,FRPT,2024-12-18,Sale (Full),"$15,001 - $50,000",-38.4090424397526
Markwayne Mullin,LRN,2024-12-18,Sale (Full),"$1,001 - $15,000",15.8324627220059
Markwayne Mullin,LRN,2024-12-18,Sale (Full),"$15,001 - $50,000",15.8324627220059
Josh Gottheimer,WMT,2024-12-18,Purchase,"$1,001 - $15,000",-8.09192944949224
Markwayne Mullin,GS,2024-12-18,Sale (Full),"$15,001 - $50,000",2.70604270786006
Markwayne Mullin,BMI,2024-12-18,Sale (Full),"$15,001 - $50,000",-13.652312599681
Markwayne Mullin,CYBR,2024-12-18,Sale (Full),"$1,001 - $15,000",15.3009046807395
Josh Gottheimer,UBER,2024-12-18,Sale,"$1,001 - $15,000",23.8608525232729
Markwayne Mullin,SFM,2024-12-18,Sale (Full),"$15,001 - $50,000",5.32583770988978
Markwayne Mullin,AXON,2024-12-18,Sale (Full),"$15,001 - $50,000",-8.19070102957571
Markwayne Mullin,AXON,2024-12-18,Sale (Full),"$15,001 - $50,000",-8.19070102957571
Markwayne Mullin,BMI,2024-12-18,Sale (Full),"$1,001 - $15,000",-13.652312599681
Markwayne Mullin,ETN,2024-12-18,Sale (Full),"$15,001 - $50,000",-11.8405347338267
Markwayne Mullin,ETN,2024-12-18,Sale (Full),"$1,001 - $15,000",-11.8405347338267
Markwayne Mullin,GS,2024-12-18,Sale (Full),"$1,001 - $15,000",2.70604270786006
Pete Sessions,MSFT,2024-12-18,Purchase,"$1,001 - $15,000",-10.5466517295777
Josh Gottheimer,ORCL,2024-12-18,Sale,"$1,001 - $15,000",-7.96807931805816
Markwayne Mullin,SFM,2024-12-18,Sale (Full),"$15,001 - $50,000",5.32583770988978
Markwayne Mullin,OLLI,2024-12-18,Sale (Full),"$15,001 - $50,000",-6.64686872215914
Markwayne Mullin,ELF,2024-12-18,Sale (Full),"$1,001 - $15,000",-50.5896226415094
Josh Gottheimer,LLY,2024-12-18,Sale,"$1,001 - $15,000",9.52779485033542
Markwayne Mullin,OLLI,2024-12-18,Sale (Full),"$15,001 - $50,000",-6.64686872215914
Markwayne Mullin,FRPT,2024-12-18,Sale (Full),"$15,001 - $50,000",-38.4090424397526
Josh Gottheimer,GMAB,2024-12-16,Sale,"$1,001 - $15,000",-1.29870129870129
Josh Gottheimer,TLK,2024-12-16,Sale,"$1,001 - $15,000",-13.8787878787879
Josh Gottheimer,LLY,2024-12-16,Sale,"$1,001 - $15,000",7.51861360718871
Shelley Moore Capito,MSFT,2024-12-16,Sale (Partial),"$1,001 - $15,000",-13.3594632299209
Thomas H. Kean Jr,PLD,2024-12-16,Purchase,"$1,001 - $15,000",-0.413337007440069
Jonathan Jackson,ORLY,2024-12-16,Purchase,"$15,001 - $50,000",5.53488958592753
Thomas H. Kean Jr,BEN,2024-12-16,Sale,"$1,001 - $15,000",-9.26940639269405
Josh Gottheimer,NSRGY,2024-12-16,Sale,"$1,001 - $15,000",25.1359516616314
Josh Gottheimer,D,2024-12-16,Sale,"$1,001 - $15,000",1.90547356622454
Jerry Moran,BRK.B,2024-12-16,Purchase,"$1,001 - $15,000",14.6550966608084
Jonathan Jackson,GD,2024-12-16,Sale,"$15,001 - $50,000",-0.999736911339109
Josh Gottheimer,SHEL,2024-12-16,Sale,"$1,001 - $15,000",14.2558326629123
Josh Gottheimer,DHI,2024-12-16,Sale,"$1,001 - $15,000",-12.7159406544272
Josh Gottheimer,UNICY,2024-12-16,Sale,"$1,001 - $15,000",-6.45215592910563
Josh Gottheimer,KO,2024-12-16,Sale,"$1,001 - $15,000",9.78417266187051
Josh Gottheimer,BABA,2024-12-16,Sale,"$1,001 - $15,000",57.0299790843597
Lloyd Doggett,KO,2024-12-16,Purchase,"$1,001 - $15,000",9.78417266187051
Thomas H. Kean Jr,ABT,2024-12-16,Purchase,"$1,001 - $15,000",12.1825608240099
Thomas H. Kean Jr,ADI,2024-12-13,Purchase,"$1,001 - $15,000",-5.63685887078159
Shelley Moore Capito,LOW,2024-12-13,Sale (Partial),"$1,001 - $15,000",-13.4608788444682
Josh Gottheimer,CRM,2024-12-13,Purchase,"$1,001 - $15,000",-20.7981710931106
Josh Gottheimer,UNP,2024-12-13,Purchase,"$1,001 - $15,000",-0.468124946803981
Thomas R. Carper,AY,2024-12-13,Sale (Full),"$1,001 - $15,000",
Josh Gottheimer,LLY,2024-12-13,Sale,"$1,001 - $15,000",6.13975060827251
Bill Hagerty,EQC,2024-12-13,Sale (Full),"$1,001 - $15,000",-5.32544378698224
Shelley Moore Capito,AVGO,2024-12-12,Purchase,"$1,001 - $15,000",6.08878556404295
Kevin Hern,HD,2024-12-12,Purchase,"$1,001 - $15,000",-15.2671203127262
Lloyd Doggett,HD,2024-12-12,Purchase,"$1,001 - $15,000",-15.2671203127262
Josh Gottheimer,GWW,2024-12-12,Sale,"$1,001 - $15,000",-15.3105717095587
Lloyd Doggett,PPG,2024-12-12,Purchase,"$1,001 - $15,000",-10.7160135462022
Richard W. Allen,ROL,2024-12-12,Purchase,"$15,001 - $50,000",5.86426081607546
Josh Gottheimer,JNJ,2024-12-12,Purchase,"$1,001 - $15,000",11.8914113785558
Josh Gottheimer,LLY,2024-12-12,Sale,"$1,001 - $15,000",7.05822202339107
Markwayne Mullin,PEP,2024-12-11,Sale (Full),"$15,001 - $50,000",-7.22076927983672
Guy Mr Reschenthaler,SOLANA,2024-12-11,Purchase,"$1,001 - $15,000",
Guy Mr Reschenthaler,RIPPLE,2024-12-11,Purchase,"$1,001 - $15,000",
Steve Cohen,EBS,2024-12-11,Sale,"$1,001 - $15,000",-33.2555425904317
Steve Cohen,HST,2024-12-11,Sale,"$15,001 - $50,000",-22.3983095615425
Josh Gottheimer,LLY,2024-12-11,Sale,"$1,001 - $15,000",5.21839629159706
Markwayne Mullin,AMAT,2024-12-11,Purchase,"$15,001 - $50,000",-11.1085139952083
Josh Gottheimer,ETN,2024-12-11,Sale,"$1,001 - $15,000",-18.3664446961952
Markwayne Mullin,ABT,2024-12-11,Sale (Partial),"$15,001 - $50,000",10.6886280007009
Kevin Hern,XOM,2024-12-10,Purchase,"$1,001 - $15,000",2.51176000710038
Lloyd Doggett,JNJ,2024-12-10,Purchase,"$1,001 - $15,000",9.64953427594988
Lloyd Doggett,IBM,2024-12-10,Purchase,"$1,001 - $15,000",5.24339720352149
Josh Gottheimer,LLY,2024-12-10,Sale,"$1,001 - $15,000",4.75124440331174
Josh Gottheimer,UBER,2024-12-09,Sale,"$1,001 - $15,000",15.3635533921509
Jonathan Jackson,META,2024-12-09,Purchase,"$1,001 - $15,000",-2.82282380168523
Josh Gottheimer,SNPS,2024-12-09,Sale,"$1,001 - $15,000",-11.7780094003815
Jonathan Jackson,TIMB,2024-12-09,Sale,"$15,001 - $50,000",18.1533646322379
Josh Gottheimer,LLY,2024-12-09,Sale,"$1,001 - $15,000",4.22982154857015
Virginia Foxx,ARLP,2024-12-06,Sale,"$15,001 - $50,000",-0.831129580657344
Josh Gottheimer,SPXC,2024-12-06,Sale,"$1,001 - $15,000",-15.7812205983817
Josh Gottheimer,THR,2024-12-06,Purchase,"$1,001 - $15,000",-8.32030028151392
Josh Gottheimer,GBCI,2024-12-06,Sale,"$1,001 - $15,000",-22.4711235561778
Virginia Foxx,PSA,2024-12-06,Purchase,"$1,001 - $15,000",-12.8323353293413
Josh Gottheimer,PGNY,2024-12-06,Sale,"$1,001 - $15,000",48.1029810298103
Virginia Foxx,T$A,2024-12-06,Sale,"$50,001 - $100,000",
Virginia Foxx,ABBV,2024-12-06,Purchase,"$1,001 - $15,000",19.195187014019
Virginia Foxx,DUK,2024-12-06,Purchase,"$1,001 - $15,000",6.24442462087422
Virginia Foxx,JNJ,2024-12-06,Purchase,"$1,001 - $15,000",9.59078427432857
Virginia Foxx,ET,2024-12-06,Sale,"$15,001 - $50,000",-3.42679127725857
Josh Gottheimer,TXRH,2024-12-06,Sale,"$1,001 - $15,000",-13.5734635734636
Virginia Foxx,ASC,2024-12-06,Sale,"$15,001 - $50,000",-11.6504854368932
Virginia Foxx,AEP,2024-12-06,Purchase,"$1,001 - $15,000",9.66092853416798
Josh Gottheimer,PRIM,2024-12-06,Sale,"$1,001 - $15,000",-23.0248033877798
Virginia Foxx,FLNG,2024-12-06,Sale,"$15,001 - $50,000",2.00638394892841
Virginia Foxx,AMGN,2024-12-06,Purchase,"$1,001 - $15,000",15.9439430625871
Virginia Foxx,VIASP,2024-12-06,Sale,"$50,001 - $100,000",9.07859078590785
Josh Gottheimer,CDRE,2024-12-06,Purchase,"$1,001 - $15,000",-12.2713200112581
Virginia Foxx,BMY,2024-12-06,Purchase,"$1,001 - $15,000",2.84607611990569
Virginia Foxx,PBA,2024-12-06,Sale,"$50,001 - $100,000",0.481744421906706
Josh Gottheimer,TT,2024-12-05,Sale,"$1,001 - $15,000",-16.3638991952971
Richard W. Allen,91282CJP7,2024-12-03,Purchase,"$100,001 - $250,000",
Josh Gottheimer,TSLA,2024-12-03,Purchase,"$1,001 - $15,000",-29.227135621194
Richard W. Allen,912797KJ5,2024-12-03,Purchase,"$15,001 - $50,000",
Mark Dr Green,NGL,2024-12-03,Sale,"$15,001 - $50,000",-2.10084033613445
Richard W. Allen,91282CJS1,2024-12-03,Purchase,"$50,001 - $100,000",
A. Mitchell Jr. McConnell,WFC,2024-12-02,Purchase,"$1,001 - $15,000",-3.6663124335813
Josh Gottheimer,REGN,2024-11-29,Sale,"$1,001 - $15,000",-12.2284129988537
Laurel Lee,WBD,2024-11-29,Sale,"$1,001 - $15,000",2.48091603053435
Jonathan Jackson,AMZN,2024-11-27,Purchase,"$15,001 - $50,000",-4.63205988140371
Josh Gottheimer,TSLA,2024-11-27,Purchase,"$1,001 - $15,000",-25.2876325512932
Markwayne Mullin,IEFA,2024-11-27,Purchase,"$100,001 - $250,000",6.8613943235051
Markwayne Mullin,EZU,2024-11-27,Purchase,"$100,001 - $250,000",15.7505285412262
Markwayne Mullin,IEMG,2024-11-27,Purchase,"$1,001 - $15,000",1.79264461282572
Josh Gottheimer,VRT,2024-11-27,Sale,"$1,001 - $15,000",-30.1796124153143
Jonathan Jackson,AMAT,2024-11-27,Sale,"$15,001 - $50,000",-11.2070978286248
Josh Gottheimer,NFLX,2024-11-27,Sale,"$1,001 - $15,000",9.45471538970068
Josh Gottheimer,D,2024-11-26,Purchase,"$1,001 - $15,000",-7.73004059539919
Josh Gottheimer,TSLA,2024-11-26,Purchase,"$1,001 - $15,000",-26.4671968778642
Josh Gottheimer,JNJ,2024-11-26,Purchase,"$1,001 - $15,000",5.89567693502458
Max Miller,GLAS,2024-11-26,Purchase,"$1,001 - $15,000",
Rudy Yakym Iii,"4.WEEK, MATURE",2024-11-26,Purchase,"$100,001 - $250,000",
Marjorie Taylor Mrs Greene,MSFT,2024-11-25,Purchase,"$1,001 - $15,000",-6.5737004226462
Marjorie Taylor Mrs Greene,SCHW,2024-11-25,Purchase,"$1,001 - $15,000",-4.13354531001589
Marjorie Taylor Mrs Greene,LRCX,2024-11-25,Purchase,"$1,001 - $15,000",2.8897028897029
Marjorie Taylor Mrs Greene,NVDA,2024-11-25,Purchase,"$1,001 - $15,000",-13.4686075577121
Marjorie Taylor Mrs Greene,GOOG,2024-11-25,Purchase,"$1,001 - $15,000",-1.87688130791478
Marjorie Taylor Mrs Greene,JNJ,2024-11-25,Purchase,"$1,001 - $15,000",5.03915778662216
Marjorie Taylor Mrs Greene,HD,2024-11-25,Purchase,"$1,001 - $15,000",-18.0838407166352
Marjorie Taylor Mrs Greene,NEE,2024-11-25,Purchase,"$1,001 - $15,000",-7.51565762004176
Marjorie Taylor Mrs Greene,COST,2024-11-25,Purchase,"$1,001 - $15,000",-5.37314364807626
Josh Gottheimer,ETN,2024-11-25,Sale,"$1,001 - $15,000",-21.5673781459063
Marjorie Taylor Mrs Greene,ASML,2024-11-25,Purchase,"$1,001 - $15,000",4.63862550586585
Marjorie Taylor Mrs Greene,BRK.B,2024-11-25,Purchase,"$1,001 - $15,000",9.3165490228934
Marjorie Taylor Mrs Greene,NSRGY,2024-11-25,Purchase,"$1,001 - $15,000",21.3381767049449
Marjorie Taylor Mrs Greene,AMD,2024-11-25,Purchase,"$1,001 - $15,000",-24.5801743073762
Laurel Lee,HURA,2024-11-25,Purchase,"$1,001 - $15,000",-0.892857142857137
Marjorie Taylor Mrs Greene,UPS,2024-11-25,Purchase,"$1,001 - $15,000",-16.3152537443653
Marjorie Taylor Mrs Greene,GSK,2024-11-25,Purchase,"$1,001 - $15,000",14.904831625183
Marjorie Taylor Mrs Greene,JPM,2024-11-25,Purchase,"$1,001 - $15,000",-3.45998641575772
Marjorie Taylor Mrs Greene,DUK,2024-11-25,Purchase,"$1,001 - $15,000",3.56521739130434
Josh Gottheimer,COP,2024-11-22,Sale,"$1,001 - $15,000",-8.79642058165548
Josh Gottheimer,JNJ,2024-11-22,Purchase,"$1,001 - $15,000",5.45208481020816
Marjorie Taylor Mrs Greene,ABBV,2024-11-20,Purchase,"$1,001 - $15,000",25.1847877920839
John Boozman,AAXJ,2024-11-20,Purchase,"$1,001 - $15,000",1.97846567967698
Josh Gottheimer,TSLA,2024-11-20,Purchase,"$1,001 - $15,000",-27.2841563605532
Marjorie Taylor Mrs Greene,QCOM,2024-11-20,Purchase,"$1,001 - $15,000",1.65294613340247
Marjorie Taylor Mrs Greene,AMAT,2024-11-20,Purchase,"$1,001 - $15,000",-10.7748255029621
Marjorie Taylor Mrs Greene,AMZN,2024-11-20,Purchase,"$1,001 - $15,000",-3.28765772870662
John Boozman,VWO,2024-11-20,Sale (Partial),"$1,001 - $15,000",0.921861281826151
Marjorie Taylor Mrs Greene,SCCO,2024-11-20,Purchase,"$1,001 - $15,000",-1.80287227332072
Josh Gottheimer,NTRA,2024-11-20,Purchase,"$1,001 - $15,000",-9.96545151298546
John Boozman,SWKS,2024-11-20,Sale (Full),"$1,001 - $15,000",-19.3935035358984
John Boozman,BBEU,2024-11-20,Sale (Partial),"$1,001 - $15,000",11.4985032576158
Marjorie Taylor Mrs Greene,ADBE,2024-11-20,Purchase,"$1,001 - $15,000",-22.4704704704705
Marjorie Taylor Mrs Greene,NSRGY,2024-11-20,Purchase,"$1,001 - $15,000",19.2011050995741
Marjorie Taylor Mrs Greene,OXY,2024-11-20,Purchase,"$1,001 - $15,000",-5.83382439599293
Virginia Foxx,HTGC,2024-11-20,Purchase,"$1,001 - $15,000",2.23166843783208
Josh Gottheimer,REGN,2024-11-19,Sale,"$1,001 - $15,000",-11.5659414450712
Josh Gottheimer,MSFT,2024-11-19,Purchase,"$1,000,001 - $5,000,000",-6.35008018382442
Josh Gottheimer,LLY,2024-11-19,Sale,"$1,001 - $15,000",14.7780686007153
Josh Gottheimer,FOXF,2024-11-19,Sale,"$1,001 - $15,000",-21.4689265536723
Josh Gottheimer,MSFT,2024-11-19,Sale,"$1,000,001 - $5,000,000",-6.35008018382442
Josh Gottheimer,MSFT,2024-11-19,Sale,"$1,000,001 - $5,000,000",-6.35008018382442
Josh Gottheimer,KKR,2024-11-19,Purchase,"$1,001 - $15,000",-23.7465636863464
Josh Gottheimer,MSFT,2024-11-19,Purchase,"$1,000,001 - $5,000,000",-6.35008018382442
Josh Gottheimer,MSFT,2024-11-19,Purchase,"$1,000,001 - $5,000,000",-6.35008018382442
Josh Gottheimer,MSFT,2024-11-19,Sale,"$1,000,001 - $5,000,000",-6.35008018382442
Virginia Foxx,ET,2024-11-19,Purchase,"$1,001 - $15,000",3.56347438752784
Sheldon Whitehouse,MET,2024-11-19,Sale (Full),"$1,001 - $15,000",-0.326757836136991
Jake Auchincloss,STT,2024-11-18,Sale,"$15,001 - $50,000",-5.79483978360384
Debbie Wasserman Schultz,BAX,2024-11-18,Purchase,"$1,001 - $15,000",0.514839491217428
Debbie Wasserman Schultz,NGD,2024-11-18,Sale,"$1,001 - $15,000",20.5992509363296
Sheldon Whitehouse,KVUE,2024-11-18,Sale (Full),"$1,001 - $15,000",-1.72849915682968
Lloyd Doggett,PG,2024-11-15,Purchase,"$1,001 - $15,000",-1.68101922850065
